annee,soir,Ordre,Country,Pays,Artiste,Chanson,Langue,Place,Points,,,,annee,DF,Ordre,Country,Pays,Artiste,Chanson,Langue,Place,Points
2017,DF,18,Israel,Israël,Imri,I Feel Alive,Anglais,3,207,,,,,,,,,,,,,
2017,DF,16,Lithuania,Lituanie,Fusedmarc,Rain of Revolution,Anglais,17,42,,,,,,,,,,,,,
2017,DF,3,Macedonia,Macédoine,Jana Burčeska,Dance Alone,Anglais,15,69,,,,,,,,,,,,,
2017,DF,4,Malta,Malte,Claudia Faniello,Breathlessly,Anglais,16,55,,,,,,,,,,,,,
2017,DF,12,Norway,Norvège,JOWST feat. Aleksander Walmann,Grab the Moment,Anglais,5,189,,,,,,,,,,,,,
2017,DF,6,The netherlands,Pays-Bas,O'G3NE,Lights and Shadows,Anglais,4,200,,,,,,,,,,,,,
2017,DF,5,Romania,Roumanie,Ilinca et Alex Florea,Yodel It!,Anglais,6,174,,,,,,,,,,,,,
2017,DF,10,San marino,Saint-Marin,Valentina Monetta et Jimmie Wilson,Spirit of the Night,Anglais,18,1,,,,,,,,,,,,,
2017,DF,1,Serbia,Serbie,Tijana Bogićević,In Too Deep,Anglais,11,98,,,,,,,,,,,,,
2017,DF,13,Switzerland,Suisse,Timebelle,Apollo,Anglais,12,97,,,,,,,,,,,,,
2017,FI,21,Germany,Allemagne,Levina,Perfect Life,Anglais,25,6,,,,,,,,,,,,,
2017,FI,5,Armenia,Arménie,Artsvik,Fly with Me,Anglais,18,79,,,,,,,,,,,,,
2017,FI,14,Australia,Australie,Isaiah,Don't Come Easy,Anglais,9,173,,,,,,,,,,,,,
2017,FI,4,Austria,Autriche,Nathan Trent,Running on Air,Anglais,16,93,,,,,,,,,,,,,
2017,FI,12,Azerbaijan,Azerbaïdjan,Dihaj,Skeletons,Anglais,14,120,,,,,,,,,,,,,
2017,FI,23,Belgium,Belgique,Blanche,City Lights,Anglais,4,363,,,,,,,,,,,,,
"2017,FI,3,Belarus,Biélorussie,NAVI,""Historyja majho žyccia"
"(Гісторыя майго жыцця)"",Biélorusse,17,83,,,,,,,,,,,,,"
2017,FI,25,Bulgaria,Bulgarie,Kristian Kostov,Beautiful Mess,Anglais,2,615,,,,,,,,,,,,,
2017,FI,19,Cyprus,Chypre,Hovig,Gravity,Anglais,21,68,,,,,,,,,,,,,
"2017,FI,13,Croatia,Croatie,Jacques Houdek,My Friend,""Anglais, italien"",13,128,,,,,,,,,,,,,"
2017,FI,10,Denmark,Danemark,Anja Nissen,Where I Am,Anglais,20,77,,,,,,,,,,,,,
"2017,FI,16,Spain,Espagne,Manel Navarro,Do It for Your Lover,""Espagnol, anglais"",26,5,,,,,,,,,,,,,"
"2017,FI,26,France,France,Alma,Requiem,""Français, anglais"",12,135,,,,,,,,,,,,,"
2017,FI,15,Greece,Grèce,Demy,This Is Love,Anglais,19,77,,,,,,,,,,,,,
2017,FI,8,Hungary,Hongrie,Joci Pápai,Origo,Hongrois,8,200,,,,,,,,,,,,,
2017,FI,1,Israel,Israël,Imri,I Feel Alive,Anglais,23,39,,,,,,,,,,,,,
2017,FI,9,Italy,Italie,Francesco Gabbani,Occidentali's Karma,Italien,6,334,,,,,,,,,,,,,
2017,FI,7,Moldavia,Moldavie,SunStroke Project,Hey Mamma!,Anglais,3,374,,,,,,,,,,,,,
2017,FI,17,Norway,Norvège,JOWST feat. Aleksander Walmann,Grab the Moment,Anglais,10,158,,,,,,,,,,,,,
2017,FI,6,The netherlands,Pays-Bas,O'G3NE,Lights and Shadows,Anglais,11,150,,,,,,,,,,,,,
2017,FI,2,Poland,Pologne,Kasia Moś,Flashlight,Anglais,22,64,,,,,,,,,,,,,
2017,FI,11,Portugal,Portugal,Salvador Sobral,Amar pelos dois,Portugais,1,758,,,,,,,,,,,,,
2017,FI,20,Romania,Roumanie,Ilinca et Alex Florea,Yodel It!,Anglais,7,282,,,,,,,,,,,,,
2017,FI,18,United kingdom,Royaume-Uni,Lucie Jones,Never Give Up On You,Anglais,15,111,,,,,,,,,,,,,
2017,FI,24,Sweden,Suède,Robin Bengtsson,I Can't Go On,Anglais,5,344,,,,,,,,,,,,,
2017,FI,22,Ukraine,Ukraine (hôte),O.Torvald,Time,Anglais,24,36,,,,,,,,,,,,,
2016,DF,7,Armenia,Arménie,Iveta Moukoutchian,LoveWave,Anglais,2,243,,,,,,,,,,,,,
2016,DF,12,Austria,Autriche,Zoë,Loin d'ici,Français,7,170,,,,,,,,,,,,,
2016,DF,14,Azerbaijan,Azerbaïdjan,Samra Rahimli,Miracle,Anglais,6,185,,,,,,,,,,,,,
2016,DF,17,,Bosnie-Herzégovine,Dalal & Deen feat. Ana Rucner & Jala,Ljubav je,Bosnien,11,104,,,,,,,,,,,,,
2016,DF,11,Cyprus,Chypre,Minus One,Alter Ego,Anglais,8,164,,,,,,,,,,,,,
2016,DF,5,Croatia,Croatie,Nina Kraljić,Lighthouse,Anglais,10,133,,,,,,,,,,,,,
2016,DF,13,Estonia,Estonie,Jüri Pootsmann,Play,Anglais,18,24,,,,,,,,,,,,,
2016,DF,1,Finland,Finlande,Sandhja,Sing It Away,Anglais,15,51,,,,,,,,,,,,,
"2016,DF,2,Greece,Grèce,Argo,Utopian Land,""Grec, anglais"",16,44,,,,,,,,,,,,,"
2016,DF,4,Hungary,Hongrie,Freddie,Pioneer,Anglais,4,197,,,,,,,,,,,,,
2016,DF,16,Iceland,Islande,Greta Salóme,Hear Them Calling,Anglais,14,51,,,,,,,,,,,,,
2016,DF,18,Malta,Malte,Ira Losco,Walk On Water,Anglais,3,209,,,,,,,,,,,,,
2016,DF,3,Moldavia,Moldavie,Lidia Isac,Falling Stars,Anglais,17,33,,,,,,,,,,,,,
2016,DF,15,,Monténégro,Highway,The Real Thing,Anglais,13,60,,,,,,,,,,,,,
2016,DF,6,The netherlands,Pays-Bas,Douwe Bob,Slow Down,Anglais,5,197,,,,,,,,,,,,,
2016,DF,9,Russia,Russie,Sergueï Lazarev,You Are the Only One,Anglais,1,342,,,,,,,,,,,,,
2016,DF,8,San marino,Saint-Marin,Serhat,I Didn't Know,Anglais,12,68,,,,,,,,,,,,,
2016,DF,10,Czech republic,Tchéquie,Gabriela Gunčíková,I Stand,Anglais,9,161,,,,,,,,,,,,,
2016,DF,17,Albania,Albanie,Eneda Tarifa,Fairytale,Anglais,16,45,,,,,,,,,,,,,
2016,DF,10,Australia,Australie,Dami Im,Sound of Silence,Anglais,1,330,,,,,,,,,,,,,
2016,DF,18,Belgium,Belgique,Laura Tesoro,What's the Pressure,Anglais,3,274,,,,,,,,,,,,,
2016,DF,5,Belarus,Biélorussie,Ivan,Help You Fly,Anglais,12,84,,,,,,,,,,,,,
"2016,DF,12,Bulgaria,Bulgarie,Poli Guénova,If Love Was a Crime,""Anglais, bulgare"",5,220,,,,,,,,,,,,,"
2016,DF,13,Denmark,Danemark,Lighthouse X,Soldiers of Love,Anglais,17,34,,,,,,,,,,,,,
2016,DF,16,Georgia,Géorgie,Nika Kocharov & Young Georgian Lolitaz,Midnight Gold,Anglais,9,123,,,,,,,,,,,,,
2016,DF,7,Ireland,Irlande,Nicky Byrne,Sunlight,Anglais,15,46,,,,,,,,,,,,,
2016,DF,4,Israel,Israël,Hovi Star,Made of Stars,Anglais,7,147,,,,,,,,,,,,,
2016,DF,1,Latvia,Lettonie,Justs,Heartbeat,Anglais,8,132,,,,,,,,,,,,,
2016,DF,9,Lithuania,Lituanie,Donny Montell,I've Been Waiting for This Night,Anglais,4,222,,,,,,,,,,,,,
"2016,DF,8,Macedonia,Macédoine,Kaliopi,""Dona"
"(Дона)"",Macédonien,11,88,,,,,,,,,,,,,"
2016,DF,15,Norway,Norvège,Agnete,Icebreaker,Anglais,13,63,,,,,,,,,,,,,
2016,DF,2,Poland,Pologne,Michał Szpak,Color of Your Life,Anglais,6,151,,,,,,,,,,,,,
2016,DF,6,Serbia,Serbie,Sanja Vučić ZAA,Goodbye (Shelter),Anglais,10,105,,,,,,,,,,,,,
2016,DF,11,Slovenia,Slovénie,ManuElla,Blue and Red,Anglais,14,57,,,,,,,,,,,,,
2016,DF,3,Switzerland,Suisse,Rykka,The Last of Our Kind,Anglais,18,28,,,,,,,,,,,,,
"2016,DF,14,Ukraine,Ukraine,Jamala,1944,""Anglais,tatar de Crimée"",2,287,,,,,,,,,,,,,"
2016,FI,10,Germany,Allemagne,Jamie-Lee,Ghost,Anglais,26,11,,,,,,,,,,,,,
2016,FI,26,Armenia,Arménie,Iveta Moukoutchian,LoveWave,Anglais,7,249,,,,,,,,,,,,,
2016,FI,13,Australia,Australie,Dami Im,Sound of Silence,Anglais,2,511,,,,,,,,,,,,,
2016,FI,24,Austria,Autriche,Zoë,Loin d'ici,Français,13,151,,,,,,,,,,,,,
2016,FI,4,Azerbaijan,Azerbaïdjan,Samra,Miracle,Anglais,17,117,,,,,,,,,,,,,
2016,FI,1,Belgium,Belgique,Laura Tesoro,What's the Pressure,Anglais,10,181,,,,,,,,,,,,,
"2016,FI,8,Bulgaria,Bulgarie,Poli Guénova,If Love Was a Crime,""Anglais, bulgare"",4,307,,,,,,,,,,,,,"
2016,FI,14,Cyprus,Chypre,Minus One,Alter Ego,Anglais,21,96,,,,,,,,,,,,,
2016,FI,17,Croatia,Croatie,Nina Kraljić,Lighthouse,Anglais,23,73,,,,,,,,,,,,,
2016,FI,19,Spain,Espagne,Barei,Say Yay!,Anglais,22,77,,,,,,,,,,,,,
"2016,FI,11,France,France,Amir,J'ai cherché,""Français, anglais"",6,257,,,,,,,,,,,,,"
2016,FI,23,Georgia,Géorgie,Nika Kocharov & Young Georgian Lolitaz,Midnight Gold,Anglais,20,104,,,,,,,,,,,,,
2016,FI,5,Hungary,Hongrie,Freddie,Pioneer,Anglais,19,108,,,,,,,,,,,,,
2016,FI,7,Israel,Israël,Hovi Star,Made of Stars,Anglais,14,135,,,,,,,,,,,,,
"2016,FI,6,Italy,Italie,Francesca Michielin,No Degree of Separation,""Italien, anglais"",16,124,,,,,,,,,,,,,"
2016,FI,20,Latvia,Lettonie,Justs,Heartbeat,Anglais,15,132,,,,,,,,,,,,,
2016,FI,16,Lithuania,Lituanie,Donny Montell,I've Been Waiting for This Night,Anglais,9,200,,,,,,,,,,,,,
2016,FI,22,Malta,Malte,Ira Losco,Walk On Water,Anglais,12,153,,,,,,,,,,,,,
2016,FI,3,The netherlands,Pays-Bas,Douwe Bob,Slow Down,Anglais,11,153,,,,,,,,,,,,,
2016,FI,12,Poland,Pologne,Michał Szpak,Color of Your Life,Anglais,8,229,,,,,,,,,,,,,
2016,FI,25,United kingdom,Royaume-Uni,Joe and Jake,You're Not Alone,Anglais,24,62,,,,,,,,,,,,,
2016,FI,18,Russia,Russie,Sergueï Lazarev,You Are the Only One,Anglais,3,491,,,,,,,,,,,,,
2016,FI,15,Serbia,Serbie,Sanja Vučić ZAA,Goodbye (Shelter),Anglais,18,115,,,,,,,,,,,,,
2016,FI,9,Sweden,Suède (hôte),Frans,If I Were Sorry,Anglais,5,261,,,,,,,,,,,,,
2016,FI,2,Czech republic,Tchéquie,Gabriela Gunčíková,I Stand,Anglais,25,41,,,,,,,,,,,,,
"2016,FI,21,Ukraine,Ukraine,Jamala,1944,""Anglais, tatar de Crimée"",1,534,,,,,,,,,,,,,"
2015,DF,14,Albania,Albanie,Elhaida Dani,I'm Alive,Anglais,10,62,,,,,,,,,,,,,
2015,DF,2,Armenia,Arménie,Genealogy,Face the Shadow,Anglais,7,77,,,,,,,,,,,,,
2015,DF,3,Belgium,Belgique,Loïc Nottet,Rhythm Inside,Anglais,2,149,,,,,,,,,,,,,
2015,DF,11,Belarus,Biélorussie,Uzari et Maïmouna,Time,Anglais,12,39,,,,,,,,,,,,,
2015,DF,13,Denmark,Danemark,Anti Social Media,The Way You Are,Anglais,13,33,,,,,,,,,,,,,
2015,DF,7,Estonia,Estonie,Elina Born et Stig Rästa,Goodbye to Yesterday,Anglais,3,105,,,,,,,,,,,,,
2015,DF,5,Finland,Finlande,Pertti Kurikan Nimipäivät,Aina mun pitää,Finnois,16,13,,,,,,,,,,,,,
2015,DF,16,Georgia,Géorgie,Nina Sublatti,Warrior,Anglais,4,98,,,,,,,,,,,,,
2015,DF,6,Greece,Grèce,María Élena Kyriákou,One Last Breath,Anglais,6,81,,,,,,,,,,,,,
2015,DF,10,Hungary,Hongrie,Boggie,Wars for Nothing,Anglais,8,67,,,,,,,,,,,,,
2015,DF,8,Macedonia,Macédoine,Daniel Kajmakoski,Autumn Leaves,Anglais,15,28,,,,,,,,,,,,,
2015,DF,1,Moldavia,Moldavie,Eduard Romanyuta,I Want Your Love,Anglais,11,41,,,,,,,,,,,,,
2015,DF,4,The netherlands,Pays-Bas,Trijntje Oosterhuis,Walk Along,Anglais,14,33,,,,,,,,,,,,,
"2015,DF,15,Romania,Roumanie,Voltaj,De la capăt (All over Again),""Roumain, anglais"",5,89,,,,,,,,,,,,,"
2015,DF,12,Russia,Russie,Polina Gagarina,A Million Voices,Anglais,1,182,,,,,,,,,,,,,
2015,DF,9,Serbia,Serbie,Bojana Stamenov,Beauty Never Lies,Anglais,9,63,,,,,,,,,,,,,
2015,DF,11,Azerbaijan,Azerbaïdjan,Elnur Hüseynov,Hour of the Wolf,Anglais,10,53,,,,,,,,,,,,,
2015,DF,15,Cyprus,Chypre,Yánnis Karayánnis,One Thing I Should Have Done,Anglais,6,87,,,,,,,,,,,,,
2015,DF,2,Ireland,Irlande,Molly Sterling,Playing with Numbers,Anglais,12,35,,,,,,,,,,,,,
2015,DF,12,Iceland,Islande,María Ólafsdóttir,Unbroken,Anglais,15,14,,,,,,,,,,,,,
2015,DF,9,Israel,Israël,Nadav Guedj,Golden Boy,Anglais,3,151,,,,,,,,,,,,,
2015,DF,10,Latvia,Lettonie,Aminata,Love Injected,Anglais,2,155,,,,,,,,,,,,,
2015,DF,1,Lithuania,Lituanie,Monika Linkytė et Vaidas Baumila,This Time,Anglais,7,67,,,,,,,,,,,,,
2015,DF,5,Malta,Malte,Amber,Warrior,Anglais,11,43,,,,,,,,,,,,,
2015,DF,4,,Monténégro,Knez,Adio,Monténégrin,9,57,,,,,,,,,,,,,
2015,DF,6,Norway,Norvège,Mørland et Debrah Scarlett,A Monster Like Me,Anglais,4,123,,,,,,,,,,,,,
2015,DF,17,Poland,Pologne,Monika Kuszyńska,In the Name of Love,Anglais,8,57,,,,,,,,,,,,,
2015,DF,7,Portugal,Portugal,Leonor Andrade,Há um mar que nos separa,Portugais,14,19,,,,,,,,,,,,,
2015,DF,3,San marino,Saint-Marin,Michele Perniola et Anita Simoncini,Chain of Light,Anglais,16,11,,,,,,,,,,,,,
2015,DF,16,Slovenia,Slovénie,Maraaya,Here for You,Anglais,5,92,,,,,,,,,,,,,
2015,DF,13,Sweden,Suède,Måns Zelmerlöw,Heroes,Anglais,1,217,,,,,,,,,,,,,
2015,DF,14,Switzerland,Suisse,Mélanie René,Time to Shine,Anglais,17,4,,,,,,,,,,,,,
2015,DF,8,Czech republic,Tchéquie,Marta Jandová et Václav Noid Bárta,Hope Never Dies,Anglais,13,33,,,,,,,,,,,,,
2015,FI,26,Albania,Albanie,Elhaida Dani,I'm Alive,Anglais,17,34,,,,,,,,,,,,,
2015,FI,17,Germany,Allemagne,Ann Sophie,Black Smoke,Anglais,26,0,,,,,,,,,,,,,
2015,FI,6,Armenia,Arménie,Genealogy,Face the Shadow,Anglais,16,34,,,,,,,,,,,,,
2015,FI,12,Australia,Australie,Guy Sebastian,Tonight Again,Anglais,5,196,,,,,,,,,,,,,
2015,FI,14,Austria,Autriche (hôte),The Makemakes,I Am Yours,Anglais,26,0,,,,,,,,,,,,,
2015,FI,24,Azerbaijan,Azerbaïdjan,Elnur Hüseynov,Hour of the Wolf,Anglais,12,49,,,,,,,,,,,,,
2015,FI,13,Belgium,Belgique,Loïc Nottet,Rhythm Inside,Anglais,4,217,,,,,,,,,,,,,
2015,FI,11,Cyprus,Chypre,Yánnis Karayánnis,One Thing I Should Have Done,Anglais,22,11,,,,,,,,,,,,,
2015,FI,21,Spain,Espagne,Edurne,Amanecer,Espagnol,21,15,,,,,,,,,,,,,
2015,FI,4,Estonia,Estonie,Elina Born et Stig Rästa,Goodbye to Yesterday,Anglais,7,106,,,,,,,,,,,,,
2015,FI,2,France,France,Lisa Angell,N'oubliez pas,Français,25,4,,,,,,,,,,,,,
2015,FI,23,Georgia,Géorgie,Nina Sublatti,Warrior,Anglais,11,51,,,,,,,,,,,,,
2015,FI,15,Greece,Grèce,María Élena Kyriákou,One Last Breath,Anglais,19,23,,,,,,,,,,,,,
2015,FI,22,Hungary,Hongrie,Boggie,Wars for Nothing,Anglais,20,19,,,,,,,,,,,,,
2015,FI,3,Israel,Israël,Nadav Guedj,Golden Boy,Anglais,9,97,,,,,,,,,,,,,
2015,FI,27,Italy,Italie,Il Volo,Grande amore,Italien,3,292,,,,,,,,,,,,,
2015,FI,19,Latvia,Lettonie,Aminata,Love Injected,Anglais,6,186,,,,,,,,,,,,,
2015,FI,7,Lithuania,Lituanie,Monika Linkytė et Vaidas Baumila,This Time,Anglais,18,30,,,,,,,,,,,,,
2015,FI,16,,Monténégro,Knez,Adio,Monténégrin,13,44,,,,,,,,,,,,,
2015,FI,9,Norway,Norvège,Mørland et Debrah Scarlett,A Monster Like Me,Anglais,8,102,,,,,,,,,,,,,
2015,FI,18,Poland,Pologne,Monika Kuszyńska,In the Name of Love,Anglais,23,10,,,,,,,,,,,,,
"2015,FI,20,Romania,Roumanie,Voltaj,De la capăt (All over Again),""Roumain, anglais"",15,35,,,,,,,,,,,,,"
2015,FI,5,United kingdom,Royaume-Uni,Electro Velvet,Still in Love with You,Anglais,24,5,,,,,,,,,,,,,
2015,FI,25,Russia,Russie,Polina Gagarina,A Million Voices,Anglais,2,303,,,,,,,,,,,,,
2015,FI,8,Serbia,Serbie,Bojana Stamenov,Beauty Never Lies,Anglais,10,53,,,,,,,,,,,,,
2015,FI,1,Slovenia,Slovénie,Maraaya,Here for You,Anglais,14,39,,,,,,,,,,,,,
2015,FI,10,Sweden,Suède,Måns Zelmerlöw,Heroes,Anglais,1,365,,,,,,,,,,,,,
2014,DF,6,Albania,Albanie,Hersi,One Night's Anger,Anglais,15,22,,,,,,,,,,,,,
2014,DF,1,Armenia,Arménie,Aram Mp3,Not Alone,Anglais,4,121,,,,,,,,,,,,,
2014,DF,8,Azerbaijan,Azerbaïdjan,Dilara Kazimova,Start a Fire,Anglais,9,57,,,,,,,,,,,,,
2014,DF,10,Belgium,Belgique,Axel Hirsoux,Mother,Anglais,14,28,,,,,,,,,,,,,
2014,DF,3,Estonia,Estonie,Tanja,Amazing,Anglais,12,36,,,,,,,,,,,,,
2014,DF,16,Hungary,Hongrie,András Kállay-Saunders,Running,Anglais,3,127,,,,,,,,,,,,,
2014,DF,5,Iceland,Islande,Pollapönk,No Prejudice,Anglais,8,61,,,,,,,,,,,,,
2014,DF,2,Latvia,Lettonie,Aarzemnieki,Cake to Bake,Anglais,13,33,,,,,,,,,,,,,
2014,DF,11,Moldavia,Moldavie,Cristina Scarlat,Wild Soul,Anglais,16,13,,,,,,,,,,,,,
2014,DF,15,,Monténégro,Sergej Ćetković,Moj svijet,Monténégrin,7,63,,,,,,,,,,,,,
2014,DF,14,The netherlands,Pays-Bas,The Common Linnets,Calm After the Storm,Anglais,1,150,,,,,,,,,,,,,
2014,DF,13,Portugal,Portugal,Suzy,Quero ser tua,Portugais,11,39,,,,,,,,,,,,,
2014,DF,7,Russia,Russie,Les jumelles Tolmatchevy,Shine,Anglais,6,63,,,,,,,,,,,,,
2014,DF,12,San marino,Saint-Marin,Valentina Monetta,Maybe(Forse),Anglais,10,40,,,,,,,,,,,,,
2014,DF,4,Sweden,Suède,Sanna Nielsen,Undo,Anglais,2,131,,,,,,,,,,,,,
2014,DF,9,Ukraine,Ukraine,Mariya Yaremtchouk,Tick-Tock,Anglais,5,118,,,,,,,,,,,,,
2014,DF,6,Austria,Autriche,Conchita Wurst,Rise Like a Phoenix,Anglais,1,169,,,,,,,,,,,,,
2014,DF,10,Belarus,Biélorussie,Teo,Cheesecake,Anglais,5,87,,,,,,,,,,,,,
2014,DF,8,Finland,Finlande,Softengine,Something Better,Anglais,3,97,,,,,,,,,,,,,
2014,DF,4,Georgia,Géorgie,The Shin & Mariko,Three Minutes to Earth,Anglais,15,15,,,,,,,,,,,,,
2014,DF,13,Greece,Grèce,Freaky Fortune feat. Riskykidd,Rise Up,Anglais,7,74,,,,,,,,,,,,,
2014,DF,9,Ireland,Irlande,Can-linn feat. Kasey Smith,Heartbeat,Anglais,12,35,,,,,,,,,,,,,
"2014,DF,2,Israel,Israël,Mei Feingold,Same Heart,""Hébreu, anglais"",14,19,,,,,,,,,,,,,"
2014,DF,7,Lithuania,Lituanie,Vilija Matačiūnaitė,Attention,Anglais,11,36,,,,,,,,,,,,,
2014,DF,11,Macedonia,Macédoine,Tijana,To the Sky,Anglais,13,33,,,,,,,,,,,,,
2014,DF,1,Malta,Malte,Firelight,Coming Home,Anglais,9,63,,,,,,,,,,,,,
2014,DF,3,Norway,Norvège,Carl Espen,Silent Storm,Anglais,6,77,,,,,,,,,,,,,
"2014,DF,5,Poland,Pologne,Donatan & Cleo,My słowianie (We are Slavic),""Polonais, anglais"",8,70,,,,,,,,,,,,,"
2014,DF,15,Romania,Roumanie,Paula Seling & Ovi,Miracle,Anglais,2,125,,,,,,,,,,,,,
"2014,DF,14,Slovenia,Slovénie,Tinkara Kovač,Round and Round,""Slovène, anglais"",10,52,,,,,,,,,,,,,"
2014,DF,12,Switzerland,Suisse,Sebalter,Hunter of Stars,Anglais,4,92,,,,,,,,,,,,,
2014,FI,12,Germany,Allemagne,Elaiza,Is it Right?,Anglais,18,39,,,,,,,,,,,,,
2014,FI,7,Armenia,Arménie,Aram Mp3,Not Alone,Anglais,4,174,,,,,,,,,,,,,
2014,FI,11,Austria,Autriche,Conchita Wurst,Rise Like a Phoenix,Anglais,1,290,,,,,,,,,,,,,
2014,FI,3,Azerbaijan,Azerbaïdjan,Dilara Kazimova,Start a Fire,Anglais,22,33,,,,,,,,,,,,,
2014,FI,2,Belarus,Biélorussie,Teo,Cheesecake,Anglais,16,43,,,,,,,,,,,,,
2014,FI,23,Denmark,Danemark (hôte),Basim,Cliché Love Song,Anglais,9,74,,,,,,,,,,,,,
"2014,FI,19,Spain,Espagne,Ruth Lorenzo,Dancing in the Rain,""Anglais, espagnol"",10,74,,,,,,,,,,,,,"
2014,FI,18,Finland,Finlande,Softengine,Something Better,Anglais,11,72,,,,,,,,,,,,,
2014,FI,14,France,France,Twin Twin,Moustache,Français,26,2,,,,,,,,,,,,,
2014,FI,10,Greece,Grèce,Freaky Fortune feat. Riskykidd,Rise Up,Anglais,20,35,,,,,,,,,,,,,
2014,FI,21,Hungary,Hongrie,András Kállay-Saunders,Running,Anglais,5,143,,,,,,,,,,,,,
2014,FI,4,Iceland,Islande,Pollapönk,No Prejudice,Anglais,15,56,,,,,,,,,,,,,
2014,FI,16,Italy,Italie,Emma Marrone,La mia città,Italien,21,33,,,,,,,,,,,,,
2014,FI,22,Malta,Malte,Firelight,Coming Home,Anglais,23,32,,,,,,,,,,,,,
2014,FI,8,,Monténégro,Sergej Ćetković,Moj svijet,Monténégrin,19,37,,,,,,,,,,,,,
2014,FI,5,Norway,Norvège,Carl Espen,Silent Storm,Anglais,8,88,,,,,,,,,,,,,
2014,FI,24,The netherlands,Pays-Bas,The Common Linnets,Calm After the Storm,Anglais,2,238,,,,,,,,,,,,,
"2014,FI,9,Poland,Pologne,Donatan & Cleo,My słowianie(We are Slavic),""Polonais, anglais"",14,62,,,,,,,,,,,,,"
2014,FI,6,Romania,Roumanie,Paula Seling & Ovi,Miracle,Anglais,12,72,,,,,,,,,,,,,
2014,FI,26,United kingdom,Royaume-Uni,Molly,Children of the Universe,Anglais,17,40,,,,,,,,,,,,,
2014,FI,15,Russia,Russie,Les jumelles Tolmatchevy,Shine,Anglais,7,89,,,,,,,,,,,,,
2014,FI,25,San marino,Saint-Marin,Valentina Monetta,Maybe (Forse),Anglais,24,14,,,,,,,,,,,,,
"2014,FI,17,Slovenia,Slovénie,Tinkara Kovač,Round and Round,""Slovène, anglais"",25,9,,,,,,,,,,,,,"
2014,FI,13,Sweden,Suède,Sanna Nielsen,Undo,Anglais,3,218,,,,,,,,,,,,,
2014,FI,20,Switzerland,Suisse,Sebalter,Hunter of Stars,Anglais,13,64,,,,,,,,,,,,,
2014,FI,1,Ukraine,Ukraine,Mariya Yaremtchouk,Tick-Tock,Anglais,6,113,,,,,,,,,,,,,
2013,DF,1,Austria,Autriche,Natália Kelly,Shine,Anglais,14,27,,,,,,,,,,,,,
2013,DF,15,Belgium,Belgique,Roberto Bellarosa,Love Kills,Anglais,5,75,,,,,,,,,,,,,
2013,DF,11,Belarus,Biélorussie,Alena Lanskaya,Solayoh,Anglais,7,64,,,,,,,,,,,,,
"2013,DF,14,Cyprus,Chypre,Déspina Olympíou,""An me thymáse"
"(Αν με θυμάσαι)"",Grec,15,11,,,,,,,,,,,,,"
2013,DF,4,Croatia,Croatie,Klapa s Mora,Mižerja,Croate,13,38,,,,,,,,,,,,,
2013,DF,5,Denmark,Danemark,Emmelie de Forest,Only Teardrops,Anglais,1,167,,,,,,,,,,,,,
2013,DF,2,Estonia,Estonie,Birgit Õigemeel,Et uus saaks alguse,Estonien,10,52,,,,,,,,,,,,,
2013,DF,13,Ireland,Irlande,Ryan Dolan,Only Love Survives,Anglais,8,54,,,,,,,,,,,,,
2013,DF,10,Lithuania,Lituanie,Andrius Pojavis,Something,Anglais,9,53,,,,,,,,,,,,,
2013,DF,12,Moldavia,Moldavie,Aliona Moon,O mie,Roumain,4,95,,,,,,,,,,,,,
2013,DF,9,,Monténégro,Who See et Nina Žižić,Igranka,Monténégrin,12,41,,,,,,,,,,,,,
2013,DF,8,The netherlands,Pays-Bas,Anouk,Birds,Anglais,6,75,,,,,,,,,,,,,
2013,DF,6,Russia,Russie,Dina Garipova,What If,Anglais,2,156,,,,,,,,,,,,,
2013,DF,16,Serbia,Serbie,Moje 3,Ljubav je svuda,Serbe,11,46,,,,,,,,,,,,,
2013,DF,3,Slovenia,Slovénie,Hannah Mancini,Straight into Love,Anglais,16,8,,,,,,,,,,,,,
2013,DF,7,Ukraine,Ukraine,Zlata Ognévitch,Gravity,Anglais,3,140,,,,,,,,,,,,,
2013,DF,14,Albania,Albanie,Adrian Lulgjuraj et Bledar Sejko,Identitet,Albanais,15,31,,,,,,,,,,,,,
2013,DF,11,Armenia,Arménie,Dorians,Lonely Planet,Anglais,7,69,,,,,,,,,,,,,
2013,DF,4,Azerbaijan,Azerbaïdjan,Farid Mammadov,Hold Me,Anglais,1,139,,,,,,,,,,,,,
"2013,DF,7,Bulgaria,Bulgarie,Elitsa Todorova et Stoyan Yankoulov,""Samo šampioni"
"(Само шампиони)"",Bulgare,12,45,,,,,,,,,,,,,"
2013,DF,5,Finland,Finlande,Krista Siegfrids,Marry Me,Anglais,9,64,,,,,,,,,,,,,
2013,DF,15,Georgia,Géorgie,Nodi et Sophie,Waterfall,Anglais,10,63,,,,,,,,,,,,,
2013,DF,9,Greece,Grèce,Koza Mostra et Agáthonas Iakovídis,Alcohol Is Free,Grec,2,121,,,,,,,,,,,,,
2013,DF,12,Hungary,Hongrie,ByeAlex,Kedvesem,Hongrois,8,66,,,,,,,,,,,,,
2013,DF,8,Iceland,Islande,Eyþór Ingi Gunnlaugsson,Ég á líf,Islandais,6,72,,,,,,,,,,,,,
"2013,DF,10,Israel,Israël,Moran Mazor,""Rak bishvilo"
"(רק בשבילו)"",Hébreu,14,40,,,,,,,,,,,,,"
